ATRON Electronic Systems
Digital Instrumentation Unit (DI-100)
 
Operator Name: b
Date: 8/18/2008
Time: 11:57 PM
 
V1,I1,V2,
63.2,3,29.2,
85.2,14,29.9,
97.3,24,29.8,
113.2,37,30.2,
122.8,45,30.6,
130,52,30.4,
ATRON Electronic Systems
Digital Instrumentation Unit (DI-100)
 
Operator Name: 
Date: 8/19/2008
Time: 12:06 AM
 
V1,I1,V2,
110.8,19,104.8,
ATRON Electronic Systems
Digital Instrumentation Unit (DI-100)
 
Operator Name: 
Date: 8/19/2008
Time: 12:07 AM
 
V1,I1,V2,
110.6,19,104.7,
